Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
0.0,0.9365916477761425,0.9334437354677956,0.7877602573025732,0.8582340405418474,0.8560446960599428,0.9008985674188668,1.0,0.92
0.002506265664160401,0.6668085800877179,0.5549721020510923,0.7877602573025732,0.720211453396492,0.8560446960599428,0.6144162427556483,1.0,0.76
0.005012531328320802,0.5048388019158341,0.44782071113709243,0.5579219341875843,0.4568915816599794,0.5690220754857024,0.2945218298930179,1.0,0.72
0.007518796992481203,0.6260257626134376,0.6603734689711027,0.5579219341875843,0.5862840951373769,0.283472103556039,0.5409118273756359,1.0,0.8
0.010025062656641603,0.4648312630519942,0.4117008902360757,0.30205546971137454,0.21417987659985882,0.42603484544612846,0.3717741012458764,0.0,0.65
0.012531328320802004,0.7903145917955641,0.832355303583082,1.0,0.8582340405418474,0.42603484544612846,0.7870745840631659,1.0,0.9
0.015037593984962405,0.6057068585743277,0.6254293766613452,0.5579219341875843,0.4568915816599794,0.712373707051197,0.3680959609359693,1.0,0.75
0.017543859649122806,0.34597704669935814,0.3388384658861767,0.30205546971137454,0.4568915816599794,0.712373707051197,0.25772656969000174,0.0,0.68
0.020050125313283207,0.22888163640302217,0.37537454949803095,0.0,0.21417987659985882,0.0,0.2945218298930179,0.0,0.5
0.022556390977443608,0.6463930148432646,0.5902965149856403,0.5579219341875843,0.5862840951373769,0.42603484544612846,0.5151805269371685,0.0,0.45
0.02506265664160401,0.687272423304925,0.5194532885119454,0.5579219341875843,0.5862840951373769,0.712373707051197,0.4416486880434487,1.0,0.52
0.02756892230576441,0.7283448041555949,0.6951315085488936,0.7877602573025732,0.720211453396492,0.8560446960599428,0.6621834839553533,1.0,0.84
0.03007518796992481,0.7489532723680914,0.7297061488733139,0.7877602573025732,0.720211453396492,0.8560446960599428,0.6989219093329329,1.0,0.78
0.03258145363408521,0.32633878825866125,0.6254293766613452,0.5579219341875843,0.720211453396492,0.42603484544612846,0.2945218298930179,1.0,0.62
0.03508771929824561,0.4051848052701361,0.44782071113709243,0.5579219341875843,0.5862840951373769,0.14141813102246767,0.3680959609359693,1.0,0.61
0.03759398496240601,0.4648312630519942,0.48373715528038286,0.5579219341875843,0.5862840951373769,0.283472103556039,0.4048749671629599,0.0,0.54
0.040100250626566414,0.5249154325967726,0.5549721020510923,0.5579219341875843,0.720211453396492,0.42603484544612846,0.5519387678216847,0.0,0.66
0.042606516290726815,0.5652142364492927,0.5194532885119454,0.5579219341875843,0.720211453396492,0.42603484544612846,0.2945218298930179,1.0,0.65
0.045112781954887216,0.5450405893950365,0.6603734689711027,0.5579219341875843,0.720211453396492,0.42603484544612846,0.5886919692054029,0.0,0.63
0.047619047619047616,0.24827505577686582,0.37537454949803095,0.5579219341875843,0.5862840951373769,0.42603484544612846,0.47841718724725935,0.0,0.62
0.05012531328320802,0.4250182625111849,0.5549721020510923,0.5579219341875843,0.4568915816599794,0.14141813102246767,0.25772656969000174,1.0,0.64
0.05263157894736842,0.687272423304925,0.7983155419233636,0.7877602573025732,0.4568915816599794,0.14141813102246767,0.4416486880434487,0.0,0.7
0.05513784461152882,0.7489532723680914,0.8662216875000723,1.0,0.9999999999999999,1.0000000000000002,0.8458279808695561,1.0,0.94
0.05764411027568922,0.873613804384334,0.9668039772856236,1.0,0.9999999999999999,0.8560446960599428,0.9192531527636678,1.0,0.95
0.06015037593984962,0.9155511545339663,0.9668039772856236,1.0,0.720211453396492,0.5690220754857024,0.9559589437932394,1.0,0.97
0.06265664160401002,1.0000000000000004,1.0,1.0,0.8582340405418474,0.8560446960599428,0.8825428476515227,1.0,0.94
0.06516290726817042,0.6260257626134376,0.6254293766613452,1.0,0.8582340405418474,0.5690220754857024,0.5886919692054029,0.0,0.76
0.06766917293233082,0.1517991560132379,0.22793826733874667,0.30205546971137454,0.10272869406331445,0.283472103556039,0.11048923599518767,1.0,0.44
0.07017543859649122,0.09450413185968154,0.038583520082466016,0.0,0.21417987659985882,0.14141813102246767,0.0,0.0,0.46
0.07268170426065163,0.3854000922884979,0.26512376088566647,0.30205546971137454,0.10272869406331445,0.14141813102246767,0.03683573651741767,0.0,0.54
0.07518796992481203,0.1902420800998197,0.1905292802194669,0.30205546971137454,0.4568915816599794,0.42603484544612846,0.33131160413024174,1.0,0.65
0.07769423558897243,0.7283448041555949,0.4117008902360757,0.5579219341875843,0.720211453396492,0.712373707051197,0.4048749671629599,1.0,0.74
0.08020050125313283,0.9576799752516183,0.9334437354677956,0.7877602573025732,0.4568915816599794,0.8560446960599428,0.8091085038225954,1.0,0.91
0.08270676691729323,1.0000000000000004,0.7983155419233636,1.0,0.720211453396492,0.712373707051197,0.8825428476515227,1.0,0.9
0.08521303258145363,0.811067374370356,0.7297061488733139,1.0,0.720211453396492,1.0000000000000002,0.9559589437932394,1.0,0.94
0.08771929824561403,0.5854363380371717,0.6603734689711027,1.0,0.9999999999999999,1.0000000000000002,0.7356555193181555,1.0,0.88
0.09022556390977443,0.17099601977873924,0.5194532885119454,0.30205546971137454,0.720211453396492,0.712373707051197,0.4416486880434487,0.0,0.64
0.09273182957393483,0.1902420800998197,0.48373715528038286,0.0,0.0,0.14141813102246767,0.22092575324123187,0.0,0.58
0.09523809523809523,0.2677175184874123,0.48373715528038286,0.0,0.4568915816599794,0.0,0.11048923599518767,0.0,0.52
